81,45,1
81,45,1
21,45,0
21,45,0
81,45,1
81,45,1
21,45,0
81,45,1
81,45,1
21,45,2
81,45,2
81,45,1
21,45,0
21,45,0
21,45,0
21,45,2
21,45,0
21,45,0
21,45,0
21,45,0
81,45,2
81,45,1
21,45,0
21,45,0
21,45,0
81,45,1
81,45,1
21,45,0
21,45,0
21,45,0
81,45,1
81,45,1
21,45,0
21,45,2
21,45,0
21,45,0
21,45,0
21,45,0
21,45,0
21,45,2
81,45,1
81,45,1
21,45,0
21,45,0
21,45,0
81,45,1
81,45,1
21,45,0
21,45,2
21,45,0
81,45,1
81,45,1
21,45,0
21,45,0
21,45,0
21,45,0
21,45,0
21,45,2
21,45,0
21,45,0
81,45,1
81,45,1
21,45,0
21,45,0
21,45,0
81,45,1
81,45,1
21,45,0
21,45,0
21,45,0
81,45,1
81,45,1
21,45,0
21,45,0
21,45,0
81,45,1
81,45,1
21,45,0
21,45,0
21,45,0
81,45,1
81,45,1
21,45,0
21,45,2
21,45,0
21,45,0
21,45,0
21,45,0
21,45,0
21,45,0
81,45,1
81,45,1
21,45,0
21,45,0
21,45,0
21,45,0
21,45,0
21,45,0
21,45,0
21,45,2
