72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
80,43,1
80,43,1
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
80,43,1
80,43,1
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,2
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
80,43,1
80,43,1
26,46,0
26,46,0
80,43,1
80,43,1
26,46,0
26,46,0
26,46,2
26,46,0
26,46,0
26,46,0
80,43,1
80,43,1
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
80,43,2
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
80,43,1
26,46,0
26,46,2
26,46,0
26,46,0
26,46,0
80,43,2
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
26,46,0
80,43,1
26,46,0
26,46,0
26,46,0
26,46,2
26,46,0
26,46,0
26,46,0
80,43,1
80,43,1
26,46,0
26,46,0
26,46,2
26,46,2
26,46,0
26,46,0
26,46,0
80,43,2
