72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,1
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,1
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,1
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,1
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,1
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,1
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,1
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,1
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,1
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,0
72,50,1
